Id,Category
2997,1
2998,1
2999,1
3000,4
3001,1
3002,4
3003,1
3004,1
3005,1
3006,3
3007,3
3008,3
3009,3
3010,1
3011,1
3012,3
3013,1
3014,1
3015,4
3016,1
3017,3
3018,3
3019,3
3020,1
3021,1
3022,2
3023,1
3024,1
3025,3
3026,3
3027,1
3028,3
3029,1
3030,1
3031,1
3032,1
3033,1
3034,1
3035,1
3036,1
3037,1
3038,1
3039,4
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,2
3054,3
3055,1
3056,1
3057,1
3058,4
3059,1
3060,1
3061,1
3062,1
3063,1
3064,4
3065,1
3066,1
3067,1
3068,1
3069,4
3070,1
3071,1
3072,2
3073,2
3074,1
3075,1
3076,1
3077,5
3078,3
3079,3
3080,1
3081,3
3082,3
3083,3
3084,5
3085,3
3086,1
3087,1
3088,1
3089,4
3090,1
3091,1
3092,2
3093,1
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,3
3112,1
3113,4
3114,1
3115,1
3116,1
3117,1
3118,6
3119,1
3120,1
3121,4
3122,1
3123,1
3124,4
3125,1
3126,1
3127,3
3128,1
3129,1
3130,3
3131,1
3132,1
3133,1
3134,4
3135,1
3136,4
3137,4
3138,1
3139,1
3140,1
3141,4
3142,1
3143,3
3144,1
3145,3
3146,3
3147,3
3148,1
3149,3
3150,3
3151,3
3152,3
3153,3
3154,3
3155,3
3156,3
3157,3
3158,3
3159,3
3160,1
3161,1
3162,3
3163,3
3164,3
3165,3
3166,4
3167,3
3168,1
3169,1
3170,6
3171,2
3172,1
3173,1
3174,1
3175,4
3176,4
3177,1
3178,3
3179,1
3180,1
3181,1
3182,3
3183,1
3184,4
3185,1
3186,1
3187,3
3188,1
3189,3
3190,3
3191,3
3192,1
3193,3
3194,3
3195,3
3196,4
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,3
3210,1
3211,1
3212,6
3213,4
3214,1
3215,3
3216,3
3217,3
3218,3
3219,1
3220,1
3221,1
3222,2
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,4
3230,4
3231,1
3232,4
3233,1
3234,3
3235,6
3236,3
3237,4
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,6
3271,1
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,4
3284,1
3285,1
3286,1
3287,6
3288,2
3289,1
3290,1
3291,1
3292,6
3293,1
3294,1
3295,4
3296,3
3297,3
3298,1
3299,1
3300,3
3301,1
3302,3
3303,2
3304,3
3305,3
3306,1
3307,1
3308,4
3309,6
3310,1
3311,1
3312,1
3313,1
3314,1
3315,6
3316,1
3317,3
3318,1
3319,1
3320,1
3321,1
3322,3
3323,3
3324,3
3325,1
3326,3
3327,3
3328,3
3329,3
3330,3
3331,3
3332,3
3333,3
3334,1
3335,4
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,3
3381,1
3382,3
3383,3
3384,3
3385,3
3386,3
3387,3
3388,3
3389,3
3390,3
3391,3
3392,3
3393,3
3394,3
3395,3
3396,1
3397,1
3398,1
3399,1
3400,1
3401,3
3402,3
3403,1
3404,3
3405,3
3406,3
3407,1
3408,3
3409,3
3410,1
3411,3
3412,3
3413,3
3414,3
3415,3
3416,3
3417,3
3418,3
3419,3
3420,3
3421,3
3422,3
3423,1
3424,4
3425,1
3426,1
3427,2
3428,1
3429,6
3430,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,3
3437,1
3438,4
3439,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,3
3452,3
3453,3
3454,3
3455,3
3456,3
3457,3
3458,3
3459,4
3460,3
3461,1
3462,3
3463,3
3464,3
3465,3
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,3
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,3
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,3
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,1
3502,1
3503,1
3504,1
3505,1
3506,1
3507,1
3508,1
3509,1
3510,1
3511,1
3512,3
3513,1
3514,6
3515,1
3516,4
3517,1
3518,1
3519,1
3520,3
3521,3
3522,1
3523,1
3524,2
3525,1
3526,1
3527,3
3528,1
3529,1
3530,1
3531,3
3532,1
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,4
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,3
3556,1
3557,1
3558,1
3559,4
3560,1
3561,1
3562,3
3563,3
3564,2
3565,1
3566,3
3567,3
3568,3
3569,3
3570,3
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,4
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3598,3
3599,3
3600,3
3601,1
3602,3
3603,3
3604,3
3605,1
3606,3
3607,4
3608,3
3609,5
3610,1
3611,1
3612,1
3613,2
3614,3
3615,1
3616,1
3617,1
3618,3
3619,3
3620,3
3621,3
3622,3
3623,3
3624,3
3625,1
3626,1
3627,1
3628,1
3629,1
3630,3
3631,3
3632,3
3633,3
3634,1
3635,1
3636,6
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,4
3644,4
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,6
3652,6
3653,1
3654,2
3655,1
3656,3
3657,1
3658,1
3659,1
3660,1
3661,1
3662,4
3663,1
3664,3
3665,3
3666,3
3667,3
3668,3
3669,3
3670,3
3671,3
3672,1
3673,3
3674,1
3675,1
3676,3
3677,3
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,1
3685,1
3686,1
3687,1
3688,1
3689,1
3690,4
3691,1
3692,1
3693,1
3694,3
3695,3
3696,3
3697,1
3698,3
3699,2
3700,3
3701,3
3702,3
3703,3
3704,3
3705,4
3706,3
3707,3
3708,3
3709,3
3710,3
3711,1
3712,3
3713,3
3714,1
3715,3
3716,3
3717,3
3718,3
3719,3
3720,3
3721,3
3722,3
3723,3
3724,3
3725,3
3726,3
3727,3
3728,3
3729,3
3730,3
3731,3
3732,3
3733,3
3734,3
3735,3
3736,3
3737,3
3738,6
3739,3
3740,4
3741,1
3742,1
3743,1
3744,1
3745,1
3746,4
3747,4
3748,3
3749,1
3750,1
3751,1
3752,3
3753,6
3754,1
3755,1
3756,1
3757,1
3758,1
3759,1
3760,1
3761,1
3762,3
3763,6
3764,1
3765,1
3766,3
3767,3
3768,3
3769,3
3770,1
3771,1
3772,1
3773,1
3774,1
3775,3
3776,1
3777,1
3778,1
3779,1
3780,6
3781,1
3782,1
3783,1
3784,1
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,3
3795,4
3796,1
3797,1
3798,3
3799,3
3800,3
3801,3
3802,3
3803,3
3804,1
3805,1
3806,1
3807,1
3808,1
3809,4
3810,4
3811,1
3812,4
3813,1
3814,1
3815,3
3816,3
3817,3
3818,3
3819,1
3820,1
3821,3
3822,3
3823,3
3824,3
3825,3
3826,3
3827,3
3828,1
3829,3
3830,3
3831,3
3832,3
3833,3
3834,3
3835,1
3836,1
3837,3
3838,1
3839,2
3840,4
3841,6
3842,4
3843,5
3844,4
3845,2
3846,4
3847,4
3848,1
3849,4
3850,1
3851,1
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,1
3862,1
3863,1
3864,3
3865,3
3866,1
3867,1
3868,1
3869,5
3870,3
3871,4
3872,3
3873,1
3874,5
3875,2
3876,1
3877,3
3878,1
3879,1
3880,4
3881,6
3882,6
3883,4
3884,2
3885,3
3886,1
3887,3
3888,1
3889,3
3890,1
3891,2
3892,1
3893,1
3894,1
3895,1
3896,3
3897,3
3898,1
3899,1
3900,1
3901,3
3902,3
3903,3
3904,1
3905,3
3906,3
3907,3
3908,1
3909,1
3910,1
3911,1
3912,1
3913,4
3914,3
3915,3
3916,1
3917,1
3918,4
3919,1
3920,1
3921,1
3922,4
3923,2
3924,1
3925,3
3926,1
3927,1
3928,1
3929,3
3930,1
3931,3
3932,1
3933,3
3934,3
3935,3
3936,3
3937,3
3938,3
3939,3
3940,3
3941,3
3942,3
3943,3
3944,3
3945,3
3946,3
3947,3
3948,3
3949,3
3950,3
3951,3
3952,3
3953,3
3954,1
3955,3
3956,1
3957,3
3958,3
3959,3
3960,1
3961,1
3962,3
3963,1
3964,1
3965,3
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,1
3973,1
3974,3
3975,1
3976,1
3977,3
3978,1
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,1
3986,1
3987,3
3988,1
3989,1
3990,3
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,6
4004,1
4005,1
4006,6
4007,2
4008,3
4009,1
4010,3
4011,3
4012,3
4013,3
4014,3
4015,3
4016,3
4017,3
4018,4
4019,3
4020,3
4021,3
4022,3
4023,3
4024,3
4025,1
4026,1
4027,1
4028,2
4029,1
4030,1
4031,4
4032,1
4033,1
4034,1
4035,3
4036,1
4037,1
4038,1
4039,3
4040,3
4041,3
4042,3
4043,5
4044,3
4045,3
4046,3
4047,3
4048,3
4049,3
4050,3
4051,3
4052,1
4053,3
4054,3
4055,3
4056,3
4057,3
4058,1
4059,1
4060,1
4061,1
4062,1
4063,1
4064,4
4065,4
4066,1
4067,1
4068,1
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4078,1
4079,4
4080,1
4081,1
4082,1
4083,2
4084,1
4085,1
4086,1
4087,1
4088,1
4089,1
4090,1
4091,1
4092,1
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,1
4103,1
4104,6
4105,1
4106,1
4107,1
4108,4
4109,1
4110,1
4111,1
4112,1
4113,4
4114,3
4115,1
4116,3
4117,3
4118,1
4119,3
4120,6
4121,1
4122,5
4123,1
4124,1
4125,1
4126,1
4127,6
4128,3
4129,4
4130,4
4131,3
4132,3
4133,1
4134,3
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,1
4146,3
4147,1
4148,3
4149,1
4150,3
4151,1
4152,1
4153,1
4154,1
4155,3
4156,3
4157,3
4158,3
4159,1
4160,3
4161,1
4162,3
4163,1
4164,1
4165,1
4166,3
4167,1
4168,4
4169,1
4170,1
4171,3
4172,4
4173,1
4174,2
4175,1
4176,1
4177,3
4178,3
4179,6
4180,3
4181,1
4182,4
4183,3
4184,1
4185,3
4186,4
4187,1
4188,4
4189,4
4190,1
4191,2
4192,1
4193,3
4194,3
4195,1
4196,1
4197,4
4198,1
4199,1
4200,1
4201,1
4202,3
4203,1
4204,1
4205,3
4206,3
4207,3
4208,1
4209,1
4210,1
4211,1
4212,1
4213,1
4214,1
4215,2
4216,1
4217,1
4218,1
4219,1
4220,4
4221,1
4222,1
4223,1
4224,1
4225,1
4226,3
4227,3
4228,3
4229,3
4230,1
4231,3
4232,3
4233,3
4234,3
4235,3
4236,3
4237,2
4238,1
4239,1
4240,1
4241,6
4242,1
4243,3
4244,3
4245,3
4246,3
4247,3
4248,3
4249,1
4250,1
4251,1
4252,3
4253,3
4254,4
4255,3
4256,3
4257,1
4258,1
4259,3
4260,3
4261,1
4262,1
4263,6
4264,3
4265,1
4266,1
4267,3
4268,3
4269,3
4270,3
4271,3
4272,3
4273,3
4274,3
4275,1
4276,1
4277,3
4278,3
4279,3
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,1
4289,1
4290,1
4291,1
4292,1
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,4
4306,1
4307,6
4308,1
4309,3
4310,1
4311,2
4312,1
4313,4
4314,1
4315,1
4316,1
4317,1
4318,1
4319,1
4320,3
4321,2
4322,4
4323,4
4324,4
4325,4
4326,4
4327,4
4328,1
4329,1
4330,4
4331,2
4332,4
4333,4
4334,1
4335,1
4336,1
4337,1
4338,3
4339,1
4340,4
4341,4
4342,2
4343,6
4344,1
4345,1
4346,3
4347,3
4348,1
4349,3
4350,1
4351,1
4352,1
4353,1
4354,1
4355,1
4356,4
4357,3
4358,3
4359,1
4360,4
4361,1
4362,6
4363,1
4364,1
4365,1
4366,4
4367,1
4368,1
4369,1
4370,1
4371,1
4372,3
4373,1
4374,1
4375,1
4376,4
4377,4
4378,3
4379,1
4380,1
4381,4
4382,3
4383,3
4384,1
4385,1
4386,1
4387,1
4388,3
4389,1
4390,1
4391,1
4392,1
4393,1
4394,1
4395,1
4396,4
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,4
4405,4
4406,6
4407,4
4408,4
4409,1
4410,1
4411,1
4412,1
4413,4
4414,1
4415,1
4416,1
4417,1
4418,4
4419,2
4420,1
4421,1
4422,1
4423,1
4424,1
4425,1
4426,6
4427,1
4428,1
4429,1
4430,4
4431,1
4432,1
4433,4
4434,3
4435,1
4436,1
4437,1
4438,1
4439,1
4440,4
4441,1
4442,3
4443,1
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,1
4453,4
4454,2
4455,1
4456,3
4457,1
4458,1
4459,1
4460,5
4461,4
4462,1
4463,4
4464,1
4465,4
4466,1
4467,1
4468,3
4469,3
4470,3
4471,1
4472,1
4473,5
4474,1
4475,1
4476,2
4477,4
4478,4
4479,2
4480,1
4481,1
4482,3
4483,1
4484,1
4485,3
4486,1
4487,1
4488,3
4489,1
4490,3
4491,3
4492,3
4493,3
4494,1
4495,4
4496,3
4497,1
4498,1
4499,1
4500,3
4501,1
4502,3
4503,1
4504,2
4505,1
4506,1
4507,1
4508,3
4509,1
4510,1
4511,1
4512,1
4513,1
4514,2
4515,1
4516,1
4517,3
4518,1
4519,3
4520,3
4521,1
4522,1
4523,3
4524,4
4525,4
4526,3
4527,1
4528,3
4529,3
4530,1
4531,3
4532,1
4533,1
4534,1
4535,1
4536,1
4537,1
4538,4
4539,1
4540,1
4541,1
4542,1
4543,1
4544,1
4545,1
4546,1
4547,1
4548,1
4549,1
4550,1
4551,1
4552,1
4553,1
4554,3
4555,3
4556,3
4557,3
4558,3
4559,3
4560,3
4561,3
4562,3
4563,1
4564,1
4565,4
4566,4
4567,1
4568,1
4569,1
4570,1
4571,5
4572,6
4573,1
4574,5
4575,1
4576,1
4577,5
4578,1
4579,6
4580,1
4581,1
4582,3
4583,3
4584,3
4585,3
4586,3
4587,3
4588,4
4589,1
4590,3
4591,1
4592,3
4593,3
4594,3
4595,3
4596,3
4597,3
4598,3
4599,3
4600,3
4601,1
4602,3
4603,3
4604,1
4605,1
4606,1
4607,1
4608,3
4609,3
4610,1
4611,3
4612,1
4613,3
4614,3
4615,4
4616,3
4617,3
4618,3
4619,1
4620,3
4621,3
4622,1
4623,1
4624,3
4625,3
4626,3
4627,3
4628,1
4629,1
4630,1
4631,1
4632,3
4633,1
4634,3
4635,3
4636,3
4637,3
4638,3
4639,3
4640,3
4641,3
4642,1
4643,1
4644,1
4645,3
4646,1
4647,3
4648,3
4649,3
4650,3
4651,3
4652,3
4653,3
4654,3
4655,3
4656,3
4657,2
4658,3
4659,1
4660,1
4661,4
4662,2
4663,1
4664,4
4665,4
4666,4
4667,2
4668,4
4669,4
4670,3
4671,6
4672,1
4673,1
4674,1
4675,1
4676,1
4677,4
4678,1
4679,2
4680,1
4681,1
4682,2
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4692,1
4693,1
4694,4
4695,1
4696,1
4697,1
4698,1
4699,1
4700,4
4701,4
4702,1
4703,4
4704,1
4705,4
4706,1
4707,1
4708,1
4709,1
4710,1
4711,4
4712,3
4713,1
4714,1
4715,3
4716,3
4717,3
4718,3
4719,3
4720,3
4721,3
4722,3
4723,3
4724,3
4725,1
4726,1
4727,6
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,4
4735,3
4736,3
4737,3
4738,3
4739,3
4740,3
4741,1
4742,3
4743,1
4744,1
4745,3
4746,2
4747,2
4748,1
4749,3
4750,4
4751,1
4752,1
4753,1
4754,1
4755,1
4756,1
4757,1
4758,3
4759,4
4760,1
4761,1
4762,1
4763,4
4764,1
4765,3
4766,4
4767,1
4768,4
4769,1
4770,1
4771,1
4772,4
4773,1
4774,1
4775,1
4776,1
4777,1
4778,1
4779,1
4780,2
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,4
4792,6
4793,1
4794,5
4795,3
4796,1
4797,1
4798,1
4799,3
4800,3
4801,3
4802,3
4803,3
4804,3
4805,3
4806,3
4807,3
4808,3
4809,4
4810,3
4811,3
4812,3
4813,3
4814,3
4815,3
4816,3
4817,3
4818,3
4819,3
4820,6
4821,3
4822,3
4823,3
4824,3
4825,3
4826,3
4827,3
4828,1
4829,1
4830,3
4831,3
4832,3
4833,3
4834,3
4835,1
4836,3
4837,2
4838,1
4839,1
4840,4
4841,4
4842,4
4843,1
4844,1
4845,1
4846,1
4847,1
4848,1
4849,1
4850,1
4851,3
4852,3
4853,2
4854,4
4855,1
4856,4
4857,2
4858,3
4859,1
4860,2
4861,1
4862,1
4863,2
4864,4
4865,1
4866,4
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,4
4874,3
4875,4
4876,2
4877,3
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,4
4885,4
4886,4
4887,1
4888,2
4889,3
4890,1
4891,1
4892,1
4893,3
4894,4
4895,3
4896,1
4897,4
4898,1
4899,1
4900,1
4901,1
4902,1
4903,4
4904,1
4905,4
4906,1
4907,1
4908,4
4909,1
4910,1
4911,6
4912,1
4913,1
4914,1
4915,1
4916,4
4917,1
4918,1
4919,4
4920,1
4921,1
4922,4
4923,1
4924,1
4925,1
4926,1
4927,1
4928,1
4929,1
4930,1
4931,1
4932,1
4933,1
4934,1
4935,5
4936,4
4937,1
4938,4
4939,3
4940,1
4941,1
4942,1
4943,1
4944,3
4945,4
4946,1
4947,4
4948,1
4949,1
4950,3
4951,3
4952,3
4953,1
4954,3
4955,3
4956,4
4957,1
4958,4
4959,1
4960,1
4961,4
4962,4
4963,1
4964,3
4965,1
4966,1
4967,6
4968,1
4969,1
4970,1
4971,1
4972,2
4973,1
4974,1
4975,6
4976,1
4977,1
4978,5
4979,1
4980,3
4981,3
4982,3
4983,3
4984,1
4985,3
4986,1
4987,3
4988,4
4989,3
4990,3
4991,3
4992,3
4993,3
4994,3
4995,3
4996,3
4997,3
4998,3
4999,4
5000,3
5001,3
5002,3
5003,1
5004,3
5005,1
5006,3
5007,1
5008,3
5009,3
5010,3
5011,3
5012,1
5013,1
5014,1
5015,3
5016,3
5017,4
5018,3
5019,3
5020,1
5021,3
5022,3
5023,1
5024,3
5025,3
5026,3
5027,3
5028,3
5029,3
5030,3
5031,3
5032,3
5033,1
5034,3
5035,4
5036,3
5037,3
5038,3
5039,3
5040,3
5041,3
5042,1
5043,3
5044,3
5045,3
5046,3
5047,3
5048,1
5049,1
5050,1
5051,1
5052,3
5053,3
5054,3
5055,3
5056,1
5057,1
5058,1
5059,2
5060,1
5061,4
5062,1
5063,3
5064,5
5065,1
5066,3
5067,3
5068,1
5069,1
5070,5
5071,3
5072,3
5073,6
5074,3
5075,1
5076,1
5077,3
5078,4
5079,1
5080,3
5081,1
5082,1
5083,3
5084,1
5085,1
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,1
5093,4
5094,6
5095,6
5096,4
5097,1
5098,4
5099,1
5100,1
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,1
5112,1
5113,1
5114,1
5115,3
5116,1
5117,4
5118,1
5119,1
5120,1
5121,3
5122,1
5123,1
5124,1
5125,4
5126,1
5127,1
5128,3
5129,1
5130,1
5131,2
5132,1
5133,1
5134,4
5135,1
5136,1
5137,1
5138,1
5139,1
5140,1
5141,4
5142,1
5143,1
5144,1
5145,1
5146,4
5147,1
5148,1
5149,4
5150,4
5151,1
5152,1
5153,5
5154,4
5155,6
5156,1
5157,1
5158,1
5159,1
5160,1
5161,1
5162,4
5163,3
5164,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,1
5173,1
5174,1
5175,1
5176,1
5177,1
5178,1
5179,1
5180,1
5181,1
5182,1
5183,1
5184,1
5185,1
5186,3
5187,1
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,1
5196,1
5197,1
5198,1
5199,3
5200,1
5201,1
5202,6
5203,1
5204,1
5205,1
5206,1
5207,1
5208,1
5209,1
5210,3
5211,3
5212,3
5213,3
5214,3
5215,3
5216,3
5217,3
5218,3
5219,1
5220,3
5221,3
5222,1
5223,3
5224,3
5225,3
5226,3
5227,3
5228,3
5229,3
5230,3
5231,3
5232,3
5233,3
5234,3
5235,1
5236,3
5237,3
5238,3
5239,3
5240,1
5241,3
5242,3
5243,3
5244,3
5245,3
5246,4
5247,3
5248,3
5249,1
5250,3
5251,3
5252,1
5253,1
5254,3
5255,1
5256,1
5257,3
5258,3
5259,1
5260,1
5261,1
5262,3
5263,3
5264,3
5265,3
5266,3
5267,3
5268,3
5269,1
5270,3
5271,3
5272,3
5273,1
5274,1
5275,3
5276,3
5277,3
5278,3
5279,3
5280,1
5281,1
5282,3
5283,3
5284,3
5285,3
5286,3
5287,1
5288,6
5289,4
5290,1
5291,1
5292,3
5293,1
5294,1
5295,1
5296,1
5297,3
5298,3
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,3
5307,1
5308,1
5309,1
5310,1
5311,4
5312,5
5313,4
5314,1
5315,1
5316,4
5317,1
5318,1
5319,1
5320,4
5321,2
5322,3
5323,1
5324,3
5325,3
5326,2
5327,1
5328,1
5329,1
5330,1
5331,5
5332,3
5333,4
5334,1
5335,1
5336,1
5337,3
5338,3
5339,1
5340,1
5341,4
5342,1
5343,3
5344,1
5345,1
5346,1
5347,1
5348,1
5349,4
5350,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,4
5358,6
5359,4
5360,1
5361,1
5362,1
5363,5
5364,1
5365,1
5366,6
5367,3
5368,1
5369,3
5370,1
5371,3
5372,1
5373,3
5374,1
5375,1
5376,2
5377,1
5378,4
5379,4
5380,1
5381,4
5382,5
5383,1
5384,1
5385,1
5386,1
5387,1
5388,1
5389,4
5390,1
5391,1
5392,1
5393,2
5394,1
5395,1
5396,1
5397,1
5398,4
5399,1
5400,4
5401,2
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,1
5412,1
5413,1
5414,1
5415,1
5416,1
5417,1
5418,1
5419,4
5420,1
5421,1
5422,1
5423,1
5424,1
5425,1
5426,1
5427,1
5428,1
5429,1
5430,4
5431,1
5432,1
5433,1
5434,1
5435,1
5436,1
5437,1
5438,1
5439,1
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,1
5454,1
5455,1
5456,1
5457,1
5458,1
5459,1
5460,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,4
5472,6
5473,1
5474,1
5475,5
5476,1
5477,1
5478,4
5479,1
5480,1
5481,1
5482,1
5483,1
5484,1
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,4
5498,1
5499,1
5500,1
5501,1
5502,1
5503,3
5504,4
5505,2
5506,4
5507,3
5508,1
5509,4
5510,4
5511,2
5512,4
5513,3
5514,1
5515,5
5516,4
5517,4
5518,1
5519,1
5520,4
5521,2
5522,1
5523,1
5524,1
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5537,1
5538,1
5539,1
5540,1
5541,1
5542,1
5543,1
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,3
5556,1
5557,3
5558,1
5559,4
5560,1
5561,1
5562,1
5563,1
5564,1
5565,1
5566,1
5567,2
5568,1
5569,1
5570,1
5571,1
5572,1
5573,1
5574,1
5575,1
5576,1
5577,1
5578,6
5579,6
5580,3
5581,1
5582,1
5583,1
5584,1
5585,1
5586,1
5587,4
5588,1
5589,4
5590,1
5591,1
5592,1
5593,1
5594,1
5595,1
5596,1
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,3
5604,4
5605,6
5606,4
5607,1
5608,1
5609,1
5610,1
5611,1
5612,1
5613,1
5614,1
5615,1
5616,1
5617,1
5618,1
5619,1
5620,1
5621,1
5622,4
5623,4
5624,1
5625,1
5626,4
5627,1
5628,1
5629,1
5630,1
5631,3
5632,1
5633,3
5634,3
5635,3
5636,3
5637,3
5638,3
5639,1
5640,1
5641,1
5642,1
5643,1
5644,1
5645,1
5646,1
5647,1
5648,1
5649,1
5650,1
5651,3
5652,3
5653,1
5654,1
5655,1
5656,1
5657,1
5658,1
5659,1
5660,2
5661,1
5662,4
5663,4
5664,1
5665,1
5666,1
5667,1
5668,1
5669,1
5670,1
5671,4
5672,1
5673,1
5674,1
5675,1
5676,1
5677,1
5678,1
5679,1
5680,1
5681,3
5682,1
5683,1
5684,1
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,1
5702,1
5703,3
5704,1
5705,3
5706,1
5707,1
5708,1
5709,1
5710,1
5711,1
5712,1
5713,1
5714,1
5715,4
5716,1
5717,1
5718,1
5719,1
5720,1
5721,1
5722,1
5723,4
5724,1
5725,1
5726,1
5727,1
5728,1
5729,2
5730,1
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,3
5738,5
5739,1
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,1
5759,1
5760,1
5761,3
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,1
5769,1
5770,1
5771,1
5772,1
5773,1
5774,1
5775,1
5776,1
5777,1
5778,1
5779,1
5780,1
5781,3
5782,3
5783,3
5784,3
5785,3
5786,1
5787,3
5788,3
5789,1
5790,3
5791,3
5792,3
5793,3
5794,1
